"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1P013874","52612","AMBASSADOR BEACH CONDO","Bay","15617 WEST HIGHWAY 98 A, PANAMA CITY BEACH, FL 32407-2593","50","08/04/1982","Approved","Recorded","MA00007640","AMBASSADOR BEACH OWNERS ASSN INC","","15617 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"PR1P023873","53528","CRYSTAL VILLAGE II, A CONDO","Okaloosa","285 PAYNE ST., DESTIN, FL 32541","40","10/01/1996","Approved","Recorded","MA00022173","CRYSTAL VILLAGE II OWNERS' ASSN INC","","PO BOX: 1779","DESTIN","FL","32540"
"PR1P014034","52623","BAYBRIDGE, A CONDO","Santa Rosa","112 BAYBRIDGE DRIVE PO Box 1464, GULF BREEZE, FL 32561-1464","47","02/06/1984","Approved","Recorded","MA00005251","BAYBRIDGE HOMEOWNERS ASSN, INC","C/O  MYHOMESPOT","225 N PACE BLVD","PENSACOLA","FL","32505"
"PR1S006733","57165","MOONSPINNER APTS CONDO","Bay","4425 THOMAS DR, PANAMA CITY BEACH, FL 32407-7325","162","07/10/1981","Approved","Recorded","MA00006185","MOONSPINNER CONDOMINIUM ASSN","","4425 THOMAS DR","PANAMA CITY BEACH","FL","32407-7325"
"PR1S008631","58067","DESTIN TOWERS CONDO","Okaloosa","1008 HIGHWAY 98 E, DESTIN, FL 32541-2932","46","02/08/1984","Approved","Recorded","MA00003252","DESTIN TOWERS CONDO ASSN INC","C/O THE CAM FIRM - TRACIE MARTIN","PO BOX 9086","MIRAMAR BEACH","FL","32550"
"PR1S008699","58097","REGENCY WOOD CONDO INC","Duval","397 REGENCY WOOD DR, JACKSONVILLE, FL 32225-6544","112","12/05/1972","Approved","Recorded","MA00008000","REGENCY WOOD CONDO INC","","6972 LAKE GLORIA BLVD","ORLANDO","FL","32809"
"PR1S006778","57180","WHITE CLIFFS, A CONDO","Walton","COUNTY HIGHWAY 30A, BLUE MOUNTAIN, FL 32459","14","09/04/1984","Approved","Recorded","MA00002423","WHITE CLIFFS OWNERS ASSN., INC.","C/O LESTER HOHL - TREASURER","10221 EMERALD COAST PARKWAY W.","MIRAMAR BEACH","FL","32550"
"PR1S006783","57181","CONTINENTAL CONDO","Bay","1413 WEST HIGHWAY 98, PANAMA CITY BEACH, FL 32401","111","03/15/1976","Approved","Recorded","MA00013879","CONTINENTAL CONDO","C/O RESORT COLLECTION ASSOCIATION MGMT","495 RICHARD JACKSON BLVD","PANAMA CITY BEACH","FL","32407"
"PR1S008717","58114","OCEAN VILLAGE ONE","Duval","2235 SEMINOLE BCH BLVD, ATLANTIC BEACH, FL 32233","42","04/11/1974","Approved","Recorded","MA00010427","OCEAN VILLAGE ASSN INC","C/O MARK FOLEY - PRESIDENT","PO BOX 330026","ATLANTIC BEACH","FL","32233"
"PR1S004695","56224","FAIRVIEW APTS OF ST AUGUSTINE SHORES","St. Johns","455 DOMENICO CIRCLE, SAINT AUGUSTINE STH, FL 32086-7851","84","07/26/1973","Approved","Recorded","MA00009289","FAIRVIEW CONDO OF ST AUGUSTINE SHORES","","600 DOMENICO CIR","ST AUGUSTINE","FL","32086"
"PR1S004739","56247","SEAGLE BUILDING, A CONDO","Alachua","408 W UNIVERSITY AVE, GAINESVILLE, FL 32601-5280","17","11/09/1983","Approved","Recorded","MA00000251","SEAGLE BUILDING CONDO ASSOC., INC.","C/O Cornerstone Management Services","106 NW 33RD COURT, SUITE A","GAINESVILLE","FL","32607"
"PR1S004759","56253","BEACH HOUSE OF PERDIDO KEY, A CONDO","Escambia","4615 BAUER RD ATTN MARCHELL HORNE, PENSACOLA, FL 32507","10","10/14/1980","Approved","Recorded","MA00008253","BEACH HOUSE OF PERDIDO KEY CONDO ASN INC","C/O PERDIDO SAND REALTY","5615 BAUER RD","PENSACOLA","FL","32507"
"PR1S004760","56254","TIDES OF DESTIN","Okaloosa","GULFSHORE DR, DESTIN, FL 32541","76","09/25/1979","Approved","Recorded","MA00003765","SHORELINE TOWERS WEST PH 3 CONDO ASSN","","PO BOX: 275","DESTIN","FL","32541-0275"
"PR1S004768","56259","ROUGH CREEK VILLAS","St. Johns","A1A BYPASS PO Box 600, PONTE VEDRA BEACH, FL 32082-0600","60","11/07/1973","Approved","Recorded","MA00009972","ROUGH CREEK ASSN INC","C/O MAY MANAGEMENT SERVICES, INC","5455 A1A  SOUTH","SAINT AUGUSTINE","FL","32080"
"PR1S004771","56262","AMELIA SOUTH","Nassau","ON THE BEACH, FERNANDINA BEACH, FL 32034-4322","92","01/01/1975","Approved","Recorded","MA00013258","AMELIA SOUTH INC","C/O ASSOCIA COMMUNITY MGMT CONCEPTS","7400 BAYMEADOWS WAY","JACKSONVILLE","FL","32256"
"PR1S004773","56263","SOUTH SHORE CONDO OF JACKSONVILLE BEACH","Duval","1551 1ST ST S, JACKSONVILLE BEACH, FL 32250-6351","28","06/16/1983","Approved","Recorded","MA00002169","SOUTH SHORE CONDO OF JACKSONVILLE BEACH","","10151 DEERWOOD PARK BLVD 200-250","JACKSONVILLE,","FL","32256"
"PR1S004776","56266","SUMMERHOUSE OF PANAMA CITY TWO","Bay","6505 THOMAS DR, LAGUNA BEACH, FL 32407-6156","55","07/26/1985","Approved","Recorded","MA00000965","SUMMERHOUSE OF PANAMA CITY CONDO ASSN INC","","6505 THOMAS DR","PANAMA CITY BEACH","FL","32407-6156"
"PR1S004777","56267","SUMMERHOUSE (THE) OF PANAMA CITY ONE, A CONDO","Bay","6505 THOMAS DR, LAGUNA BEACH, FL 32407-6156","50","06/10/1984","Approved","Recorded","MA00011307","SUMMERHOUSE OF PANAMA CITY CONDO ASSN INC","","6505 THOMAS DR","PANAMA CITY BEACH","FL","32408"
"PR1S002775","55361","SOUTHERN BREEZE, A CONDO","Escambia","14530 PERDIDO KEY DRIVE, PENSACOLA, FL 32507-9533","10","10/18/1984","Approved","Recorded","MA00015323","SOUTHERN BREEZE CONDO ASSN INC","C/O BRENDA BEUMER","13880 PERDIDO KEY DR","PENSACOLA","FL","32507"
"PR1S002813","55378","VIEUX CARRE' CONDO NO. 1","St. Johns","109B 2ND STREET, ST. AUGUSTINE BEACH, FL 32084","4","10/21/1983","Approved","Recorded","MA00006580","VIEUX CARRE CONDO NO. 1 ASSOC., INC.","C/O THERESA FLOYD","111A 2ND STREET","SAINT AUGUSTINE","FL","32080"
"PR1S002815","55380","SOUTHERN SHORES CONDO INC.","Flagler","OCEAN SHORE BOULEVARD, FLAGLER BEACH, FL 32036","8","01/04/1982","Approved","Recorded","MA00002199","SOUTHERN SHORES CONDO INC","","PO BOX: 1111","FLAGLER BEACH","FL","32136"
"PR1S000637","54477","EAST WIND, A CONDO","Escambia","910 E CAUSEWAY BLVD, VERO BEACH, FL 32963-2274","18","02/01/1980","Approved","Recorded","MA00015047","EAST WIND OF VERO CONDO ASSN INC","","100 VISTA ROYALE BLVD","VERO BEACH","FL","32962"
"PR1P023931","53544","ISLANDER BEACH RESORT & CONDOS","Okaloosa","790 SANTA ROSA BOULEVARD, FORT WALTON BEACH, FL 32548","114","11/19/1996","Approved","Recorded","MA00022237","ISLANDER BEACH RESORT & CONDOS COUNCIL OF CO-OWNERS, INC.","","790 SANTA ROSA BOULEVARD","FORT WALTON BEACH","FL","32548"
"PR1P023935","53546","ANCHORAGE AT SANDESTIN, A CONDO, THE","Walton","8696-8724 ANCHORAGE DR, DESTIN, FL 32541-7840","29","06/11/1997","Approved","Recorded","MA00022243","ANCHORAGE DRIVE CONDO ASSN, INC. THE","C/O NEWMAN-DAILEY RESORT PROPERTIES INC","PO  BOX 1779","DESTIN","FL","32541"
"PR1P023975","53558","SEASIDE RETREAT CONDO","Nassau","HIGHWAY A1A, AMELIA ISLAND, FL 32034","28","09/18/1998","Approved","Recorded","MA00022286","SEASIDE RETREAT CONDO ASSN INC","C/O AMELIA ISLAND MANAGEMENT","5440 FIRST COAST HWY","AMELIA ISLAND","FL","32034"
"PR1P024002","53564","CENTERVILLE COURT CONDO","Leon","CENTERVILLE COURT, TALLAHASSEE, FL 32308","19","08/06/1997","Approved","Recorded","MA00022313","CENTERVILLE COURT CONDO ASSN INC","C/O KRM ASSOCIATION MANAGEMENT","PO BOX 13089","TALLAHASSEE","FL","32317"
"PR1P014261","52653","SHELTER COVE A CONDO","Escambia","13690 OLD RIVER ROAD, PENSACOLA, FL 32507","12","07/10/1984","Approved","Recorded","MA00013834","SHELTER COVE CONDOMINIUM ASSN INC","","PO BOX 820","FORT WALTON BEACH","FL","32549"
"PR1P014289","52662","OCEAN MARINA","Flagler","23RD STREET, FLAGLER BEACH, FL 32036","92","11/20/1986","Approved","Recorded","MA00008299","OCEAN MARINA CONDO ASSSN INC","C/O MAY MANAGEMENT SERVICES","5455 A1A SOUTH","SAINT AUGUSTINE","FL","32080"
"PR1P014522","52692","BEACHWOOD VILLAS CONDO","Walton","ROUTE 2 BOX 640, SANTA ROSA BEACH, FL 32459","117","12/19/1984","Approved","Recorded","MA00004835","BEACHWOOD VILLAS CONDO OWNER'S ASSN, INC","","3799 EAST COUNTY HWY 30A","SANTA ROSA BEACH","FL","32459"
"PR1P014543","52695","LAKE CHATEAU, A CONDO","Escambia","1500 E JOHNSON AVE, PENSACOLA, FL 32514-4609","60","08/22/1984","Approved","Recorded","MA00010036","LAKE CHATEAU CONDO ASSN INC.","","3046 GULF BREEZE PARKWAY","GULF BREEZE","FL","32563"
"PR1P014556","52696","ELM PLACE","Okaloosa","128-132 ELM AVE, FT WALTON BCH, FL 32548","24","08/26/1983","Approved","Recorded","MA00002105","ELM PLACE, INC","","PO BOX 2620","FORT WALTON BEACH","FL","32549"
"PR1S008755","58128","SEA GARDENS CONDO.","Duval","2277 SEMINOLE RD, ATLANTIC BEACH, FL 32233-5930","15","12/29/1982","Approved","Recorded","MA00010207","SEA GARDENS CONDO ASSOC","C/O REBECCA A PITTS","2277 SEMINOLE RD, UNIT G","ATLANTIC BEACH","FL","32233"
"PR1S004826","56286","BAYOU VILLAGE PH I","Walton","HWY 98 EAST, DESTIN, FL 32550","36","01/01/1976","Approved","Recorded","MA00001635","BAYOU VILLAGE PH 1 ASSN","C/O COMMUNITY MGMT ASSOCIATES INC","1465 NORTHSIDE DR NW","ATLANTA","GA","30318"
"PR1S004858","56296","LARGO MAR CONDO.","Bay","5717 THOMAS DR, PANAMA CITY, FL 32407-6746","72","03/03/1981","Approved","Recorded","MA00011897","LARGO MAR CONDOMINIUM","C/O VIRTUOUS MGMT GROUP LLC","600 GRAND BLVD, SUITE 208","MIRAMAR BEACH","FL","32550"
"PR1S004909","56313","SUNNYSIDE BCH & TENNIS CONDO","Bay","22400 22400 FRONT BEACH RD, PANAMA CITY BEACH, FL 32413","74","01/01/1977","Approved","Recorded","MA00009397","SUNNYSIDE BEACH & TENNIS CONDO ASSN INC","","22400 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"PR1S004947","56329","DESTIN SURFSIDE A CONDO","Walton","4700 & 4701 US HWY 98 E, DESTIN, FL 32541","231","06/03/1986","Approved","Recorded","MA00001957","SURFSIDE OWNERS ASSN INC","","1096 SCENIC GULF DR.","MIRAMAR BEACH","FL","32550"
"PR1S007011","57288","CLOISTER THE","Duval","10 10TH STREET PO BOX 50097, ATLANTIC BEACH, FL 32233","66","02/25/1975","Approved","Recorded","MA00010706","CLOISTER OF ATLANTIC BCH CONDO ASSN","C/O STELLAR PROPERTIES","10151 DEERWOOD PARK BLVD","JACKSONVILLE","FL","32256"
"PR1S002890","55408","BAY POINT GOLF VILLAS I, A CONDO","Bay","BAY POINT ROAD, PANAMA CITY BEACH, FL 32407","39","07/25/1973","Approved","Recorded","MA00009686","BAY POINT GOLF VILLAS I ASSN INC","","2702 Woodmer P. O. BOX 15233","PANAMA CITY","FL","32406"
"PR1S002891","55409","BAY POINT GOLF VILLAS II, A CONDO","Bay","BAY POINT ROAD, PANAMA CITY BEACH, FL 32407","30","01/01/1979","Approved","Recorded","MA00014350","BAY POINT GOLF VILLAS II ASSN INC","","PO BOX 28025","PANAMA CITY","FL","32411"
"PR1S002892","55410","BAY POINT GOLF VILLAS III","Bay","BAY POINT ROAD, PANAMA CITY BEACH, FL 32407","21","04/26/1974","Approved","Recorded","MA00002669","BAY POINT GOLF VILLAS III CONDO ASSN","C/O COASTAL SOUND PROPERTY GROUP","4301 BAY POINT ROAD","PANAMA CITY","FL","32408"
"PR1S002893","55411","BAY POINT STUDIO VILLAS II","Bay","BAY POINT, PANAMA CITY, FL 32401","36","04/26/1974","Approved","Recorded","MA00010193","BAY POINT STUDIO VILLAS II ASSN INC","","2702 Woodmer P. O. BOX 15232","PANAMA CITY","FL","32406"
"PR1S002894","55412","BAY POINT STUDIO VILLAS III","Bay","BAY POINT, PANAMA CITY, FL 32401","40","08/21/1975","Approved","Recorded","MA00001937","BAY POINT STUDIO VILLAS III ASSN INC","","2702 Woodmer PO BOX 15231","PANAMA CITY","FL","32406"
"PR1S002962","55439","LOT 26 HILLS OF SANTA FE II CONDO","Alachua","2720 NW 104TH CT., GAINESVILLE, FL 32606","4","01/15/1985","Approved","Recorded","MA00005040","LOT 26 HILLS OF SANTA FE CONDO ASSN INC","","2720 NW 104TH CT, UNIT B","GAINESVILLE","FL","32606"
"PR1S004983","56343","BAYOU VILLAGE PH II CONDO","Walton","HWY 98 EAST, DESTIN, FL 32550","32","01/01/1977","Approved","Recorded","MA00002068","BAYOU VILLAGE CONDO ASSN INC PH 2 SUITE C102B","C/O ECAM","10221 EMERALD COAST PARKWAY WEST","DESTIN","FL","32550"
"PR1S004988","56344","MULLINS CONDO","Bay","17477 W HIGHWAY 98 A, PANAMA CITY BEACH, FL 32407-2012","2","10/17/1983","Approved","Recorded","MA00002932","HOMEOWNERS ASSN OF MULLINSCONDO, INC.","","830 OHIO AVE","LYNN HAVEN","FL","32444-2352"
"PR1S004992","56345","GULFSIDE BEACH CONDO","Okaloosa","671 NAUTILUS CT, FORT WALTON BEACH, FL 32548-6001","15","03/09/1983","Approved","Recorded","MA00012242","GULFSIDE BEACH CONDO ASSN","C/O DEBBIE FOWNER","P.O. BOX 2613","FORT WALTON BEACH","FL","32549"
"PR1S000693","54508","SOUNDWIND, A CONDO","Santa Rosa","5539 SOUNDSIDE DR, GULF BREEZE, FL 32561-8101","14","11/18/1985","Approved","Recorded","MA00009944","SOUNDWIND CONDO ASSN, INC.","","PO BOX 5154","NAVARRE","FL","32566"
"PR1S000698","54509","TARPON RUN CONDO","St. Johns","RURAL ROUTE 09, BOX 79, ST. AUGUSTINE, FL 32084-9809","19","07/03/1985","Approved","Recorded","MA00009644","TARPON RUN CONDO ASSOC., INC.","C/O PATTY MACFARLAND, PRESIDENT","7145 A1A SOUTH #31","SAINT AUGUSTINE","FL","32080"
"PR1S000752","54526","CAMACHEE ISLAND I CONDO","St. Johns","CAMACHEE ISLAND VILLAS, SAINT AUGUSTINE, FL 32084-2195","34","09/19/1983","Approved","Recorded","MA00005443","CAMACHEE ISLAND 1 CONDO ASSN INC","","3101 HARBOR DR ST AUGUSTINE","SAINT AUGUSTINE","FL","32084"
"PR1P024238","53597","HERON'S WATCH, A CONDO","Walton","34 HERON'S WATCH WAY, SANTA ROSA BEACH, FL 32459","78","04/30/1998","Approved","Recorded","MA00022522","HERON'S WATCH CONDO ASSN, INC","","500 GRAND BLVD","MIRAMAR BEACH","FL","32550"
"PR1P024311","53612","VILLAS AT SANTA ROSA BEACH, A CONDO, THE","Walton","4451 W COUNTY HWY 30-A, SANTA ROSA BEACH, FL 32459","24","05/20/1998","Approved","Recorded","MA00022600","VILLAS AT SANTA ROSA BEACH OWNERS ASSN INC THE","C/O CMA","36468 EMERALD COAST PKWY # 2101","DESTIN","FL","32541"
"PR1P024350","53617","BERMUDA BAY CONDO","St. Johns","101-208 BERMUDA BAY CIRCLE, PONTE VEDRA BEACH, FL 32082","24","01/11/1999","Approved","Recorded","MA00022645","BERMUDA BAY CONDO ASSN INC","","12724 GRAN BAY PKWY W","JACKSONVILLE","FL","32258"
"PR1P024353","53618","CARLTON DUNES, A CONDO","Nassau","5202 CARLTON DUNES DR, AMELIA ISLAND, FL 32034","98","06/18/1999","Approved","Recorded","MA00022649","CARLTON DUNES CONDO ASSN INC","C/O AMELIA ISLAND MANAGEMENT","5440 FIRST COAST HWY","AMELIA ISLAND","FL","32034"
"PR1P014604","52698","MERCEDAS COURT, A CONDO","Duval","SAN JOSE CIR, JACKSONVILLE, FL 32217","24","08/23/1984","Approved","Recorded","MA00010790","MERCEDAS COURT CONDO ASSN INC","C/O ATHENA ASSOCIATION MGMT","PO BOX 57098","JACKSONVILLE","FL","32241"
"PR1P014605","52699","CANDELERO COURT VILLAS, A CONDO","Duval","SAN JOSE BLVD, JACKSONVILLE, FL 32217","39","04/04/1984","Approved","Recorded","MA00000594","CANDELERO COURT VILLAS CONDO ASSN, INC","C/O BUCKEYE ASSOCIATION MANAGEMENT LLC","PO BOX 57098","JACKSONVILLE","FL","32241"
"PR1P014606","52700","VILLA CALESA, A CONDO","Duval","LAVISTA CIRCLE, JACKSONVILLE, FL 32217","14","02/24/1987","Approved","Recorded","MA00008326","VILLA CALESA CONDO ASSOC.","C/O BANNING MANAGEMENT, INC.","6028 CHESTER AVE","JACKSONVILLE","FL","32217"
"PR1P014609","52701","OCEAN BREEZE CONDO","Escambia","14623 PERDIDO KEY DR, PENSACOLA, FL 32507-9543","78","07/17/1984","Approved","Recorded","MA00001716","OCEAN BREEZE OF PERDIDO OWNERS ASSN","","14623 PERDIDO KEY DRIVE","PENSACOLA","FL","32507"
"PR1P014660","52707","PLANTATION OAKS CONDO","Marion","819 SE 3RD ST, OCALA, FL 34471-2313","15","11/30/1983","Approved","Recorded","MA00003279","PLANTATION OAKS CONDO ASSN INC","","PO BOX: 4192","OCALA","FL","34478-4192"
"PR1P014693","52715","SANDPRINTS CONDO","Walton","PALMETTO LANE PO Box 41, DESTIN, FL 32541-0041","48","04/30/1984","Approved","Recorded","MA00009416","SANDPRINTS CONDO ASSOC INC OF DESTIN FLORIDA","C/O TONI HIGH","PO BOX 1223","NICEVILLE","FL","32588"
"PR1P014778","52725","CUMBERLAND FOREST CONDO","Leon","1102 GREENTREE COURT, TALLAHASSEE, FL 32304-1841","52","06/19/1984","Approved","Recorded","MA00008372","CUMBERLAND FOREST CONDO ASSN INC","C/O EXECUTIVE MANAGEMENT SERVICES","PO BOX: 13089","TALLAHASSEE","FL","32317"
"PR1P014804","52732","HAMPTONS, A CONDO, THE","Escambia","601 E BURGESS RD, PENSACOLA, FL 32504-6358","88","10/23/1984","Approved","Recorded","MA00015608","HAMPTONS CONDO ASSN OF PENSACOLA INC","C/O ASSOCIATION MANAGEMENT SERVICES","2441 US HWY 98 WEST, SUITE 101","SANTA ROSA BEACH","FL","32459"
"PR1P014805","52733","TOWN HOMES @ THE HAMPTONS, A CONDO THE","Escambia","601 E BURGESS RD, PENSACOLA, FL 32504-6358","22","09/12/1986","Approved","Recorded","MA00001726","TOWN HOMES AT THE HAMPTONS CONDO ASSN OF PENSACOLA","C/O ASSOCIATION MANAGEMENT SERVICES","2441 US HWY 98 WEST","SANTA ROSA BEACH","FL","32459"
"PR1P014889","52740","HERON WALK A CONDO","Okaloosa","US HIGHWAY 98 E SANDESTIN BCH, DESTIN, FL 32541","40","10/29/1984","Approved","Recorded","MA00008028","HERON WALK OWNERS ASSN INC","","185 GRAND BOULEVARD","MIRAMAR BEACH","FL","32550"
"PR1P024399","53625","RESIDENCES AT WORLD GOLF VILLAGE, A CONDO, THE","St. Johns","500 ROYAL PINES PARKWAY, ST. AUGUSTINE, FL 32092","54","11/20/1998","Approved","Recorded","MA00022703","RESIDENCES AT WORLD GOLF VILLAGE CONDO ASSN INC THE","C/O FLORIDIAN PROPERTY MANAGEMENT","414 OLD HARD ROAD","FLEMING ISLAND","FL","32003"
"PR1P024422","53633","OVERLOOK, A CONDO, THE","Duval","10550 BAYMEADOWS ROAD, JACKSONVILLE, FL 32256","300","09/28/1998","Approved","Recorded","MA00022729","OVERLOOK AT BAYMEADOWS CONDO ASSN INC","","12724 GRAN BAY PARKWAY WEST","JACKSONVILLE","FL","32258"
"PR1P014957","52743","WINDEMERE I, A CONDO","St. Johns","900 SPINNAKERS REACH ROAD, PONTE VEDRA BEACH, FL 32082","36","11/21/1986","Approved","Recorded","MA00006086","WINDEMERE AT PONTE VEDRA BCH CONDO ASSN INC","C/O MARSH LANDING MANAGEMENT","4200 MASH LANDING BLVD., SUITE 200","JACKSONVILLE","FL","32250"
"PR1S008879","58191","SUGAR MILL ONE, A CONDO","Duval","OLD ST. AUGUSTINE ROAD, JACKSONVILLE, FL 32217","56","04/16/1982","Approved","Recorded","MA00003751","SUGAR MILL ONE CONDO ASSN","C/O BANNING MANAGEMENT, INC.","6028 CHESTER AVENUE","JACKSONVILLE","FL","32217"
"PR1S008895","58196","MAYWOOD (THE)","Alachua","2912 NW 104TH CT, GAINESVILLE, FL 32606-5165","4","08/31/1982","Approved","Recorded","MA00004787","MAYWOOD MAINTENANCE CORP.","C/O DEAN & DEAN TRUSTEES & ROSART","10115 SW 15TH PL","GAINESVILLE","FL","32607"
"PR1S008902","58200","MAYO CONDO","Flagler","112 S 7TH ST, FLAGLER BEACH, FL 32036-3635","14","04/24/1981","Approved","Recorded","MA00009754","MAYO CONDO ASSN","C/O HEATHER CAPITOLA","100 VENETIAN COURT","SANFORD","FL","32771"
"PR1S008905","58202","CEDAR COVE TOWNHOUSES CONDO","Levy","EAST END OF SECOND AVE., CEDAR KEY, FL 32625","8","07/08/1980","Approved","Recorded","MA00010561","CEDAR COVE TOWNHOUSES CONDO ASSN INC","C/O CORNERSTONE MGMT SERVICES","106 NW 33RD COURT","GAINESVILLE","FL","32607"
"PR1S007017","57292","OCEAN MANOR AT PONTE VEDRA","St. Johns","PONTE VEDRA BLVD, PONTE VEDRA BCH, FL 32082","14","04/03/1985","Approved","Recorded","MA00005575","OCEAN MANOR AT PONTE VEDRA CONDO ASSN","","3201 SAWGRASS VILLAGE CIRCLE","PONTE VEDRA BEACH","FL","32082"
"PR1S007018","57293","OCEAN MANOR AT PONTE VEDRA II","St. Johns","PONTE VEDRA BLVD., PONTE VEDRA BEACH, FL 32082","14","12/09/1985","Approved","Recorded","MA00002163","OCEAN MANOR AT PONTE VEDRA CONDO ASSN II","C/O ASSN MGMT","3201 SAWGRASS VILLAGE CIRCLE","PONTE VEDRA BEACH","FL","32082"
"PR1S007022","57295","CRANE'S LAKE TWO A CONDO","St. Johns","A1A AT PONTE VEDRA LKES, PONTE VEDRA BEACH, FL 32082","61","09/12/1984","Approved","Recorded","MA00007696","CRANE'S LAKE TWO CONDO ASSN INC","C/O INTERLACED PROPERTY SOLUTIONS","2037 CARNES ST, SUITE 1","ORANGE PARK","FL","32073"
"PR1S009009","58238","OCEAN GALLERY VILLAGE DEL PRADO","St. Johns","RURAL ROUTE 05, SAINT AUGUSTINE, FL 32084-9805","83","01/25/1985","Approved","Recorded","MA00013014","OCEAN GALLERY VILLAGE DEL PRADO","","4600 HIGHWAY A1A SOUTH","ST. AUGUSTINE","FL","32080"
"PR1S003028","55471","BAHAMAS WEST IV, A CONDO","Bay","22414 WEST HIGHWAY 98, PANAMA CITY BEACH, FL 32407-1232","3","06/21/1984","Approved","Recorded","MA00013665","BAHAMAS WEST IV OWNERS ASSN INC","C/O CYNTHIA CARTER","PO BOX 18691","PANAMA CITY","FL","32417"
"PR1S003029","55472","BAHAMAS WEST, II, A CONDO","Bay","129 SOUTHFIELDS RD, PANAMA CITY BEACH, FL 32407","4","08/12/1983","Approved","Recorded","MA00010519","BAHAMAS WEST II OWNERS ASSOC INC","C/O CAROL MENZIE, SEC/ TREAS","22408C FRONT BEEACH RD","PANAMA CITY BEACH","FL","32413"
"PR1S000833","54567","SABINE YACHT & RACQUET CLUB","Escambia","330 FT PICKENS RD, PENSACOLA, FL 32561","81","12/23/1976","Approved","Recorded","MA00010533","SABINE YACHT & RACQUET CLUB","C/O ETHERIDGE PROPERTY MANAGEMENT","908 GARDENGATE CIRCLE","PENSACOLA","FL","32504"
"PR1S000844","54570","CAPTAIN'S HOUSE","Nassau","268 S FLETCHER AVE, FERNANDINA BEACH, FL 32034-2220","9","03/14/1983","Approved","Recorded","MA00014664","CAPTAIN'S HOUSE CONDO ASSN","C/O PMSI","P.O. BOX 1987","YULEE","FL","32041-1987"
"PR1S000918","54597","DESTIN BEACH CLUB, A CONDO","Okaloosa","1150 HIGHWAY 98 EAST, DESTIN, FL 32541-3309","47","08/03/1984","Approved","Recorded","MA00009350","DESTIN BEACH CLUB OWNERS ASSN INC","","1150 SCENIC HWY 98","DESTIN","FL","32541-3309"
"PR1S003076","55505","GULF SIDE VILLA, A CONDO","Escambia","14259 PERDIDO KEY DR, PENSACOLA, FL 32507-9514","8","05/25/1988","Approved","Recorded","MA00013181","GULF SIDE VILLA CONDO ASSN INC","","13880 PERDIDO KEY DR","PENSACOLA","FL","32507"
"PR1P024465","53641","GULF DUNES CONDO","Okaloosa","PO BOX 2613, FORT WALTON BEACH, FL 32549","102","02/23/1999","Approved","Recorded","MA00022774","GULF DUNES CONDO OWNERS ASSN., INC.","","PO BOX 2613","FORT WALTON BEACH","FL","32549"
"PR1P024609","53678","SEASONS AT KENSINGTON, A CONDO, THE","Duval","12311 KENSINGTON LAKES DRIVE, JACKSONVILLE, FL 32246","192","09/28/1998","Approved","Recorded","MA00022922","SEASONS AT KENSINGTON CONDO ASSN INC","","2233 PARK AVENUE, SUITE 103","ORANGE PARK","FL","32073"
"PR1P024611","53679","OCEAN CLUB VILLAS, A CONDO","Nassau","OCEAN CLUB DRIVE, AMELIA ISLAND, FL 32034","42","07/03/2000","Approved","Recorded","MA00022924","OCEAN CLUB VILLAS CONDO ASSN INC","C/O AMELIA ISLAND MANAGEMENT","5440 FIRST COAST HWY","AMELIA ISLAND","FL","32034"
"PR1P015028","52752","CORAL REEF CLUB A CONDO","Okaloosa","HIGHWAY 98 EAST, DESTIN, FL 32541","49","07/22/1985","Approved","Recorded","MA00010284","CORAL REEF CLUB OWNERS' ASSN., INC.","C/O MARCIA HUBBERT","2708 SCENIC HIGHWAY 98 EAST","DESTIN","FL","32541"
"PR1P015067","52760","THOMAS SQUARE CONDO","Alachua","303-305-307 NE 6TH AVE, GAINESVILLE, FL 32601","2","07/02/1985","Approved","Recorded","MA00014197","THOMAS SQUARE CONDO ASSN INC","","115B NE 7TH AVE","GAINESVILLE","FL","32601-4391"
"PR1P015097","52764","SEACLIFFS A CONDO","Gulf","634 SEACLIFFS DRIVE, PORT ST JOE, FL 32456","13","12/23/1986","Approved","Recorded","MA00013844","SEACLIFFS COMMUNITY ASSN INC","","PO BOX: 1008","PORT ST JOE","FL","32457-1008"
"PR1P015099","52766","LAKESIDE AT BLUEWATER BAY, A CONDO","Okaloosa","100 LAKESIDE DR, NICEVILLE, FL 32578-4126","74","11/19/1985","Approved","Recorded","MA00015139","LAKESIDE VILLAGE CONDO ASSN OF OKALOOSA COUNTY INC","","185 GRAND BOULEVARD, SUITE 200","MIRAMAR BEACH","FL","32550"
"PR1S009136","58258","COMMODORE'S RETREAT LIMITED","Walton","ROUTE 2, BOX 743, SEAGROVE BEACH, FL 32454","24","09/06/1985","Approved","Recorded","MA00007410","COMMODORE'S RETREAT OWNERS ASSN INC","","2441 US HWY 98 WEST, SUITE 109","SANTA ROSA BEACH","FL","32459"
