"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","46","PR1S018250","ESTERO BEACH CLUB EAST","2650 ESTERO BLVD","","FORT MYERS BEACH","FL","339313343","2024","196","196","0"
"Condominium Project","46","PR1S018250","ESTERO BEACH CLUB EAST","2650 ESTERO BLVD","","FORT MYERS BEACH","FL","339313343","2022","196","196","0"
"Condominium Project","46","PR1S018250","ESTERO BEACH CLUB EAST","2650 ESTERO BLVD","","FORT MYERS BEACH","FL","339313343","2023","196","196","0"
"Condominium Project","46","PR1P003287","ESTERO COVE CONDO","6891 ESTERO BLVD","","FORT MYERS BEACH","FL","339314637","2022","720","720","0"
"Condominium Project","46","PR1P003287","ESTERO COVE CONDO","6891 ESTERO BLVD","","FORT MYERS BEACH","FL","339314637","2023","720","720","0"
"Condominium Project","46","PR1P003287","ESTERO COVE CONDO","6891 ESTERO BLVD","","FORT MYERS BEACH","FL","339314637","2025","720","720","0"
"Condominium Project","46","PR1P003287","ESTERO COVE CONDO","6891 ESTERO BLVD","","FORT MYERS BEACH","FL","339314637","2024","720","792","0"
"Condominium Project","46","PR1P003287","ESTERO COVE CONDO","6891 ESTERO BLVD","","FORT MYERS BEACH","FL","339314637","2026","720","720","0"
"Condominium Project","46","PR1P022667","ESTERO ISLAND BEACH VILLAS, A CONDO","275 ESTERO BOULEVARD","","FORT MYERS BEACH","FL","33931","2024","168","168","0"
"Condominium Project","46","PR1P022667","ESTERO ISLAND BEACH VILLAS, A CONDO","275 ESTERO BOULEVARD","","FORT MYERS BEACH","FL","33931","2023","168","168","0"
"Condominium Project","46","PR1P022667","ESTERO ISLAND BEACH VILLAS, A CONDO","275 ESTERO BOULEVARD","","FORT MYERS BEACH","FL","33931","2022","168","168","0"
"Condominium Project","46","PR1P022667","ESTERO ISLAND BEACH VILLAS, A CONDO","275 ESTERO BOULEVARD","","FORT MYERS BEACH","FL","33931","2025","168","168","0"
"Condominium Project","46","PR1P022667","ESTERO ISLAND BEACH VILLAS, A CONDO","275 ESTERO BOULEVARD","","FORT MYERS BEACH","FL","33931","2026","168","168","0"
"Condominium Project","46","PR1S011618","ESTERO ISLAND YACHT & RACQUET CLUB SEC 1","200 LENELL ROAD","","FORT MYERS BEACH","FL","339314620","2024","208","208","0"
"Condominium Project","46","PR1S011618","ESTERO ISLAND YACHT & RACQUET CLUB SEC 1","200 LENELL ROAD","","FORT MYERS BEACH","FL","339314620","2022","208","208","0"
"Condominium Project","46","PR1S011618","ESTERO ISLAND YACHT & RACQUET CLUB SEC 1","200 LENELL ROAD","","FORT MYERS BEACH","FL","339314620","2023","208","208","0"
"Condominium Project","46","PR1S011618","ESTERO ISLAND YACHT & RACQUET CLUB SEC 1","200 LENELL ROAD","","FORT MYERS BEACH","FL","339314620","2025","208","208","0"
"Condominium Project","46","PR1S011618","ESTERO ISLAND YACHT & RACQUET CLUB SEC 1","200 LENELL ROAD","","FORT MYERS BEACH","FL","339314620","2026","208","208","0"
"Condominium Project","46","PR1S012220","ESTERO SANDS CONDO","2924 ESTERO BLVD","","FORT MYERS BEACH","FL","339313531","2026","64","64","0"
"Condominium Project","46","PR1S012220","ESTERO SANDS CONDO","2924 ESTERO BLVD","","FORT MYERS BEACH","FL","339313531","2025","64","64","0"
"Condominium Project","46","PR1S012220","ESTERO SANDS CONDO","2924 ESTERO BLVD","","FORT MYERS BEACH","FL","339313531","2023","64","64","0"
"Condominium Project","46","PR1S012220","ESTERO SANDS CONDO","2924 ESTERO BLVD","","FORT MYERS BEACH","FL","339313531","2024","64","64","0"
"Condominium Project","46","PR1S012220","ESTERO SANDS CONDO","2924 ESTERO BLVD","","FORT MYERS BEACH","FL","339313531","2022","64","64","0"
"Condominium Project","46","PR76507","ESTERO SUNSET CONDO","7822/7826 ESTERO BLVD","","FORT MYERS BEACH","FL","33931","2022","","",""
"Condominium Project","46","PR76507","ESTERO SUNSET CONDO","7822/7826 ESTERO BLVD","","FORT MYERS BEACH","FL","33931","2023","","",""
"Condominium Project","46","PR76507","ESTERO SUNSET CONDO","7822/7826 ESTERO BLVD","","FORT MYERS BEACH","FL","33931","2024","","",""
"Condominium Project","46","PR76507","ESTERO SUNSET CONDO","7822/7826 ESTERO BLVD","","FORT MYERS BEACH","FL","33931","2025","","",""
"Condominium Project","46","PR76507","ESTERO SUNSET CONDO","7822/7826 ESTERO BLVD","","FORT MYERS BEACH","FL","33931","2026","","",""
"Condominium Project","58","PR74916","ESTHER CONDOS","112 & 114 ESTHER STREET","","ORLANDO","FL","32806","2022","","",""
"Condominium Project","58","PR74916","ESTHER CONDOS","112 & 114 ESTHER STREET","","ORLANDO","FL","32806","2023","","",""
"Condominium Project","58","PR74916","ESTHER CONDOS","112 & 114 ESTHER STREET","","ORLANDO","FL","32806","2024","","",""
"Condominium Project","58","PR74916","ESTHER CONDOS","112 & 114 ESTHER STREET","","ORLANDO","FL","32806","2025","","",""
"Condominium Project","58","PR74916","ESTHER CONDOS","112 & 114 ESTHER STREET","","ORLANDO","FL","32806","2026","","",""
"Condominium Project","58","PR73366","ESTHER STREET VILLAS CONDO","134 EAST ESTHER STREET","","ORLANDO","FL","32806","2022","","",""
"Condominium Project","58","PR73366","ESTHER STREET VILLAS CONDO","134 EAST ESTHER STREET","","ORLANDO","FL","32806","2023","","",""
"Condominium Project","58","PR73366","ESTHER STREET VILLAS CONDO","134 EAST ESTHER STREET","","ORLANDO","FL","32806","2024","","",""
"Condominium Project","58","PR73366","ESTHER STREET VILLAS CONDO","134 EAST ESTHER STREET","","ORLANDO","FL","32806","2025","","",""
"Condominium Project","58","PR73366","ESTHER STREET VILLAS CONDO","134 EAST ESTHER STREET","","ORLANDO","FL","32806","2026","","",""
"Condominium Project","65","PR70876","ESTUARIES CONDO","120 PANTANO CAY BLVD","","SAINT AUGUSTINE","FL","32080","2022","224","224","0"
"Condominium Project","65","PR70876","ESTUARIES CONDO","120 PANTANO CAY BLVD","","SAINT AUGUSTINE","FL","32080","2023","224","224","0"
"Condominium Project","65","PR70876","ESTUARIES CONDO","120 PANTANO CAY BLVD","","SAINT AUGUSTINE","FL","32080","2024","224","246.4","0"
"Condominium Project","65","PR70876","ESTUARIES CONDO","120 PANTANO CAY BLVD","","SAINT AUGUSTINE","FL","32080","2025","224","224","0"
"Condominium Project","65","PR70876","ESTUARIES CONDO","120 PANTANO CAY BLVD","","SAINT AUGUSTINE","FL","32080","2026","224","224","0"
"Condominium Project","51","PR1U024116","ESTUARIES II, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2022","192","192","0"
"Condominium Project","51","PR1U024116","ESTUARIES II, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2023","192","192","0"
"Condominium Project","51","PR1U024116","ESTUARIES II, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2024","192","192","0"
"Condominium Project","51","PR1U024116","ESTUARIES II, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2026","","",""
"Condominium Project","51","PR1U024116","ESTUARIES II, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2025","192","192","0"
"Condominium Project","51","PR1P023482","ESTUARIES, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2026","96","96","0"
"Condominium Project","51","PR1P023482","ESTUARIES, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2025","96","96","0"
"Condominium Project","51","PR1P023482","ESTUARIES, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2023","96","96","0"
"Condominium Project","51","PR1P023482","ESTUARIES, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2024","96","96","0"
"Condominium Project","51","PR1P023482","ESTUARIES, A CONDO, THE","TERRA CEIA BAY BLVD","","PALMETTO","FL","34221","2022","96","96","0"
"Condominium Project","21","PR71136","ESTUARY AT EVERGLADES CITY, A CONDO THE","COPELAND AVENUE","","EVERGLADES CITY","FL","34139","2022","160","160","0"
"Condominium Project","21","PR71136","ESTUARY AT EVERGLADES CITY, A CONDO THE","COPELAND AVENUE","","EVERGLADES CITY","FL","34139","2023","160","160","0"
"Condominium Project","21","PR71136","ESTUARY AT EVERGLADES CITY, A CONDO THE","COPELAND AVENUE","","EVERGLADES CITY","FL","34139","2024","160","160","0"
"Condominium Project","21","PR71136","ESTUARY AT EVERGLADES CITY, A CONDO THE","COPELAND AVENUE","","EVERGLADES CITY","FL","34139","2025","160","160","0"
"Condominium Project","21","PR71136","ESTUARY AT EVERGLADES CITY, A CONDO THE","COPELAND AVENUE","","EVERGLADES CITY","FL","34139","2026","160","160","0"
"Condominium Project","60","PR1P021095","ESTUARY AT JUPITER DUNES, A CONDO, THE","501 NORTH A1A","","JUPITER","FL","33477","2024","616","616","0"
"Condominium Project","60","PR1P021095","ESTUARY AT JUPITER DUNES, A CONDO, THE","501 NORTH A1A","","JUPITER","FL","33477","2022","616","616","0"
"Condominium Project","60","PR1P021095","ESTUARY AT JUPITER DUNES, A CONDO, THE","501 NORTH A1A","","JUPITER","FL","33477","2023","616","616","0"
"Condominium Project","60","PR1P021095","ESTUARY AT JUPITER DUNES, A CONDO, THE","501 NORTH A1A","","JUPITER","FL","33477","2025","616","616","0"
"Condominium Project","60","PR1P021095","ESTUARY AT JUPITER DUNES, A CONDO, THE","501 NORTH A1A","","JUPITER","FL","33477","2026","616","616","0"
"Condominium Project","53","PR1P008080","ESTUARY AT NORTH RIVER SHORES FRMLY:RIVER SHORES PLANTATION","2200 NW BRITT RD","","STUART","FL","349949117","2026","480","480","0"
"Condominium Project","53","PR1P008080","ESTUARY AT NORTH RIVER SHORES FRMLY:RIVER SHORES PLANTATION","2200 NW BRITT RD","","STUART","FL","349949117","2025","480","480","0"
"Condominium Project","53","PR1P008080","ESTUARY AT NORTH RIVER SHORES FRMLY:RIVER SHORES PLANTATION","2200 NW BRITT RD","","STUART","FL","349949117","2024","480","480","0"
"Condominium Project","53","PR1P008080","ESTUARY AT NORTH RIVER SHORES FRMLY:RIVER SHORES PLANTATION","2200 NW BRITT RD","","STUART","FL","349949117","2023","480","480","0"
"Condominium Project","53","PR1P008080","ESTUARY AT NORTH RIVER SHORES FRMLY:RIVER SHORES PLANTATION","2200 NW BRITT RD","","STUART","FL","349949117","2022","480","480","0"
"Condominium Project","18","PR69648","ESTUARY AT PUNTA GORDA ISLES, A CONDO THE","3233 PURPLE MARTIN DR","","PUNTA GORDA ISLES","FL","33950","2022","24","24","0"
"Condominium Project","18","PR69648","ESTUARY AT PUNTA GORDA ISLES, A CONDO THE","3233 PURPLE MARTIN DR","","PUNTA GORDA ISLES","FL","33950","2023","24","24","0"
"Condominium Project","18","PR69648","ESTUARY AT PUNTA GORDA ISLES, A CONDO THE","3233 PURPLE MARTIN DR","","PUNTA GORDA ISLES","FL","33950","2024","24","24","0"
"Condominium Project","18","PR69648","ESTUARY AT PUNTA GORDA ISLES, A CONDO THE","3233 PURPLE MARTIN DR","","PUNTA GORDA ISLES","FL","33950","2025","24","24","0"
"Condominium Project","18","PR69648","ESTUARY AT PUNTA GORDA ISLES, A CONDO THE","3233 PURPLE MARTIN DR","","PUNTA GORDA ISLES","FL","33950","2026","24","24","0"
"Condominium Project","21","PR1P019426","ESTUARY II OF MARCO","2067-2097 SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2022","108","108","0"
"Condominium Project","21","PR1P019426","ESTUARY II OF MARCO","2067-2097 SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2023","108","108","0"
"Condominium Project","21","PR1P019426","ESTUARY II OF MARCO","2067-2097 SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2024","108","108","0"
"Condominium Project","21","PR1P019426","ESTUARY II OF MARCO","2067-2097 SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2026","108","108","0"
"Condominium Project","21","PR1P019426","ESTUARY II OF MARCO","2067-2097 SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2025","108","108","0"
"Condominium Project","21","PR1P011853","ESTUARY OF MARCO INC A CONDO","SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2025","192","192","0"
"Condominium Project","21","PR1P011853","ESTUARY OF MARCO INC A CONDO","SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2026","192","192","0"
"Condominium Project","21","PR1P011853","ESTUARY OF MARCO INC A CONDO","SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2024","192","192","0"
"Condominium Project","21","PR1P011853","ESTUARY OF MARCO INC A CONDO","SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2022","192","192","0"
"Condominium Project","21","PR1P011853","ESTUARY OF MARCO INC A CONDO","SAN MARCO ROAD","","MARCO ISLAND","FL","33937","2023","192","192","0"
"Condominium Project","18","PR72681","ESTUARY SOUTH, A CONDO","3239 PURPLE MARTIN DRIVE","","PUNTA GORDA","FL","33950","2022","24","24","0"
"Condominium Project","18","PR72681","ESTUARY SOUTH, A CONDO","3239 PURPLE MARTIN DRIVE","","PUNTA GORDA","FL","33950","2023","24","24","0"
"Condominium Project","18","PR72681","ESTUARY SOUTH, A CONDO","3239 PURPLE MARTIN DRIVE","","PUNTA GORDA","FL","33950","2024","24","24","0"
"Condominium Project","18","PR72681","ESTUARY SOUTH, A CONDO","3239 PURPLE MARTIN DRIVE","","PUNTA GORDA","FL","33950","2025","24","26.4","0"
"Condominium Project","18","PR72681","ESTUARY SOUTH, A CONDO","3239 PURPLE MARTIN DRIVE","","PUNTA GORDA","FL","33950","2026","24","24","0"
"Condominium Project","23","PR69061","ETHEREAL GARDENS-1, A CONDO","11301 WEST OKEECHOBEE RD","","HIALEAH GARDENS","FL","33016","2022","320","320","0"
"Condominium Project","23","PR69061","ETHEREAL GARDENS-1, A CONDO","11301 WEST OKEECHOBEE RD","","HIALEAH GARDENS","FL","33016","2023","320","320","0"
"Condominium Project","23","PR69061","ETHEREAL GARDENS-1, A CONDO","11301 WEST OKEECHOBEE RD","","HIALEAH GARDENS","FL","33016","2024","320","320","0"
"Condominium Project","23","PR69061","ETHEREAL GARDENS-1, A CONDO","11301 WEST OKEECHOBEE RD","","HIALEAH GARDENS","FL","33016","2025","320","320","0"
"Condominium Project","23","PR69061","ETHEREAL GARDENS-1, A CONDO","11301 WEST OKEECHOBEE RD","","HIALEAH GARDENS","FL","33016","2026","320","320","0"
"Condominium Project","23","PR70331","ETHEREAL GARDENS-II, A CONDO","11402 NW 93RD PLACE","","HIALEAH GARDENS","FL","33016","2022","260","260","0"
"Condominium Project","23","PR70331","ETHEREAL GARDENS-II, A CONDO","11402 NW 93RD PLACE","","HIALEAH GARDENS","FL","33016","2023","260","260","0"
"Condominium Project","23","PR70331","ETHEREAL GARDENS-II, A CONDO","11402 NW 93RD PLACE","","HIALEAH GARDENS","FL","33016","2024","260","260","0"
"Condominium Project","23","PR70331","ETHEREAL GARDENS-II, A CONDO","11402 NW 93RD PLACE","","HIALEAH GARDENS","FL","33016","2025","260","260","0"
"Condominium Project","23","PR70331","ETHEREAL GARDENS-II, A CONDO","11402 NW 93RD PLACE","","HIALEAH GARDENS","FL","33016","2026","","",""
"Condominium Project","16","PR1V015896","ETHON HOUSE CONDO","2811 NE 51ST ST","","FORT LAUDERDALE","FL","333084211","2025","64","64","0"
"Condominium Project","16","PR1V015896","ETHON HOUSE CONDO","2811 NE 51ST ST","","FORT LAUDERDALE","FL","333084211","2026","64","64","0"
"Condominium Project","16","PR1V015896","ETHON HOUSE CONDO","2811 NE 51ST ST","","FORT LAUDERDALE","FL","333084211","2024","64","64","0"
"Condominium Project","16","PR1V015896","ETHON HOUSE CONDO","2811 NE 51ST ST","","FORT LAUDERDALE","FL","333084211","2023","64","64","0"
"Condominium Project","16","PR1V015896","ETHON HOUSE CONDO","2811 NE 51ST ST","","FORT LAUDERDALE","FL","333084211","2022","64","64","0"
"Condominium Project","16","PR1M001969","ETON COUNTRYSIDE I CONDO.","5100 SW 64TH AVE","","DAVIE","FL","333145212","2025","92","92","0"
"Condominium Project","16","PR1M001969","ETON COUNTRYSIDE I CONDO.","5100 SW 64TH AVE","","DAVIE","FL","333145212","2026","92","92","0"
"Condominium Project","16","PR1M001969","ETON COUNTRYSIDE I CONDO.","5100 SW 64TH AVE","","DAVIE","FL","333145212","2022","92","92","0"
"Condominium Project","16","PR1M001969","ETON COUNTRYSIDE I CONDO.","5100 SW 64TH AVE","","DAVIE","FL","333145212","2023","92","92","0"
"Condominium Project","16","PR1M001969","ETON COUNTRYSIDE I CONDO.","5100 SW 64TH AVE","","DAVIE","FL","333145212","2024","92","101.2","0"
"Condominium Project","16","PR1M001970","ETON COUNTRYSIDE II CONDO.","5090 SW 64TH AVE","","DAVIE","FL","333145213","2024","92","101.2","0"
"Condominium Project","16","PR1M001970","ETON COUNTRYSIDE II CONDO.","5090 SW 64TH AVE","","DAVIE","FL","333145213","2023","92","92","0"
"Condominium Project","16","PR1M001970","ETON COUNTRYSIDE II CONDO.","5090 SW 64TH AVE","","DAVIE","FL","333145213","2022","92","92","0"
"Condominium Project","16","PR1M001970","ETON COUNTRYSIDE II CONDO.","5090 SW 64TH AVE","","DAVIE","FL","333145213","2026","92","92","0"
"Condominium Project","16","PR1M001970","ETON COUNTRYSIDE II CONDO.","5090 SW 64TH AVE","","DAVIE","FL","333145213","2025","92","92","0"
"Condominium Project","16","PR1M001971","ETON COUNTRYSIDE III","5080 DAVIE RD","","DAVIE","FL","333145211","2025","92","92","0"
"Condominium Project","16","PR1M001971","ETON COUNTRYSIDE III","5080 DAVIE RD","","DAVIE","FL","333145211","2026","92","92","0"
"Condominium Project","16","PR1M001971","ETON COUNTRYSIDE III","5080 DAVIE RD","","DAVIE","FL","333145211","2022","92","92","0"
"Condominium Project","16","PR1M001971","ETON COUNTRYSIDE III","5080 DAVIE RD","","DAVIE","FL","333145211","2023","92","92","0"
"Condominium Project","16","PR1M001971","ETON COUNTRYSIDE III","5080 DAVIE RD","","DAVIE","FL","333145211","2024","92","101.2","0"
"Condominium Project","16","PR1S021210","ETON HALL CONDO","4341 NW 16 ST","","LAUDERHILL","FL","33313","2023","132","132","0"
"Condominium Project","16","PR1S021210","ETON HALL CONDO","4341 NW 16 ST","","LAUDERHILL","FL","33313","2022","132","132","0"
"Condominium Project","16","PR1S021210","ETON HALL CONDO","4341 NW 16 ST","","LAUDERHILL","FL","33313","2024","132","132","0"
"Condominium Project","16","PR1S021210","ETON HALL CONDO","4341 NW 16 ST","","LAUDERHILL","FL","33313","2026","132","132","0"
"Condominium Project","16","PR1S021210","ETON HALL CONDO","4341 NW 16 ST","","LAUDERHILL","FL","33313","2025","132","132","0"
"Condominium Project","60","PR1S017185","ETON HOUSE CONDO","4700 NORTH DIXIE HIGHWAY","","WEST PALM BEACH","FL","334072966","2025","96","96","0"
"Condominium Project","60","PR1S017185","ETON HOUSE CONDO","4700 NORTH DIXIE HIGHWAY","","WEST PALM BEACH","FL","334072966","2026","96","96","0"
"Condominium Project","60","PR1S017185","ETON HOUSE CONDO","4700 NORTH DIXIE HIGHWAY","","WEST PALM BEACH","FL","334072966","2024","96","96","0"
"Condominium Project","60","PR1S017185","ETON HOUSE CONDO","4700 NORTH DIXIE HIGHWAY","","WEST PALM BEACH","FL","334072966","2022","96","105.6","0"
"Condominium Project","60","PR1S017185","ETON HOUSE CONDO","4700 NORTH DIXIE HIGHWAY","","WEST PALM BEACH","FL","334072966","2023","96","96","0"
"Condominium Project","23","PR75114","ETRURIA CONDO","1550 PENNSYLVANIA AVENUE","","MIAMI BEACH","FL","33139","2022","216","237.6","0"
"Condominium Project","23","PR75114","ETRURIA CONDO","1550 PENNSYLVANIA AVENUE","","MIAMI BEACH","FL","33139","2023","216","216","0"
"Condominium Project","23","PR75114","ETRURIA CONDO","1550 PENNSYLVANIA AVENUE","","MIAMI BEACH","FL","33139","2024","216","237.6","0"
"Condominium Project","23","PR75114","ETRURIA CONDO","1550 PENNSYLVANIA AVENUE","","MIAMI BEACH","FL","33139","2025","216","216","0"
"Condominium Project","23","PR75114","ETRURIA CONDO","1550 PENNSYLVANIA AVENUE","","MIAMI BEACH","FL","33139","2026","","",""
"Condominium Project","26","PR69978","ETTA, A CONDO","2159 RIVERSIDE AVENUE","","JACKSONVILLE","FL","32202","2022","32","32","0"
"Condominium Project","26","PR69978","ETTA, A CONDO","2159 RIVERSIDE AVENUE","","JACKSONVILLE","FL","32202","2023","32","32","0"
"Condominium Project","26","PR69978","ETTA, A CONDO","2159 RIVERSIDE AVENUE","","JACKSONVILLE","FL","32202","2024","32","32","0"
"Condominium Project","26","PR69978","ETTA, A CONDO","2159 RIVERSIDE AVENUE","","JACKSONVILLE","FL","32202","2025","32","32","0"
"Condominium Project","26","PR69978","ETTA, A CONDO","2159 RIVERSIDE AVENUE","","JACKSONVILLE","FL","32202","2026","32","32","0"
"Condominium Project","23","PR1V026460","EUCLID 600, A CONDO","600-608 EUCLID AVE","","MIAMI BEACH","FL","33139","2022","48","48","0"
"Condominium Project","23","PR1V026460","EUCLID 600, A CONDO","600-608 EUCLID AVE","","MIAMI BEACH","FL","33139","2025","48","52.8","0"
"Condominium Project","23","PR1V026460","EUCLID 600, A CONDO","600-608 EUCLID AVE","","MIAMI BEACH","FL","33139","2024","48","48","0"
"Condominium Project","23","PR1V026460","EUCLID 600, A CONDO","600-608 EUCLID AVE","","MIAMI BEACH","FL","33139","2023","48","48","0"
"Condominium Project","23","PR1V026460","EUCLID 600, A CONDO","600-608 EUCLID AVE","","MIAMI BEACH","FL","33139","2026","48","48","0"
"Condominium Project","23","PR70454","EUCLID BEACH CONDO","1334 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2022","48","52.8","0"
"Condominium Project","23","PR70454","EUCLID BEACH CONDO","1334 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2023","48","48","0"
"Condominium Project","23","PR70454","EUCLID BEACH CONDO","1334 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2024","48","48","0"
"Condominium Project","23","PR70454","EUCLID BEACH CONDO","1334 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2025","48","48","0"
"Condominium Project","23","PR70454","EUCLID BEACH CONDO","1334 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2026","48","48","0"
"Condominium Project","23","PR70295","EUCLID CONDO","820 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2022","92","92","0"
"Condominium Project","23","PR70295","EUCLID CONDO","820 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2023","92","92","0"
"Condominium Project","23","PR70295","EUCLID CONDO","820 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2024","92","101.2","0"
"Condominium Project","23","PR70295","EUCLID CONDO","820 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2025","92","92","0"
"Condominium Project","23","PR70295","EUCLID CONDO","820 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2026","92","92","0"
"Condominium Project","23","PR1S016633","EUCLID EAST CONDO","1545 EUCLID AVE","","MIAMI","FL","331393547","2026","228","228","0"
"Condominium Project","23","PR1S016633","EUCLID EAST CONDO","1545 EUCLID AVE","","MIAMI","FL","331393547","2025","228","228","0"
"Condominium Project","23","PR1S016633","EUCLID EAST CONDO","1545 EUCLID AVE","","MIAMI","FL","331393547","2023","228","228","0"
"Condominium Project","23","PR1S016633","EUCLID EAST CONDO","1545 EUCLID AVE","","MIAMI","FL","331393547","2022","228","228","0"
"Condominium Project","23","PR1S016633","EUCLID EAST CONDO","1545 EUCLID AVE","","MIAMI","FL","331393547","2024","228","228","0"
"Condominium Project","23","PR1S023578","EUCLID GARDENS CONDO","1575 EUCLID AVE.","","MIAMI BEACH","FL","33139","2022","100","100","0"
"Condominium Project","23","PR1S023578","EUCLID GARDENS CONDO","1575 EUCLID AVE.","","MIAMI BEACH","FL","33139","2023","100","100","0"
"Condominium Project","23","PR1S023578","EUCLID GARDENS CONDO","1575 EUCLID AVE.","","MIAMI BEACH","FL","33139","2026","100","210","-110"
"Condominium Project","23","PR1S023578","EUCLID GARDENS CONDO","1575 EUCLID AVE.","","MIAMI BEACH","FL","33139","2024","100","110","0"
"Condominium Project","23","PR1S023578","EUCLID GARDENS CONDO","1575 EUCLID AVE.","","MIAMI BEACH","FL","33139","2025","100","0","110"
"Condominium Project","23","PR1S016108","EUCLID GATE CONDO","552 EUCLID AVE","","MIAMI","FL","331398619","2026","56","56","0"
"Condominium Project","23","PR1S016108","EUCLID GATE CONDO","552 EUCLID AVE","","MIAMI","FL","331398619","2025","56","56","0"
"Condominium Project","23","PR1S016108","EUCLID GATE CONDO","552 EUCLID AVE","","MIAMI","FL","331398619","2023","56","56","0"
"Condominium Project","23","PR1S016108","EUCLID GATE CONDO","552 EUCLID AVE","","MIAMI","FL","331398619","2024","56","56","0"
"Condominium Project","23","PR1S016108","EUCLID GATE CONDO","552 EUCLID AVE","","MIAMI","FL","331398619","2022","56","56","0"
"Condominium Project","23","PR1V022892","EUCLID MANOR CONDO","1540 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2023","56","56","0"
"Condominium Project","23","PR1V022892","EUCLID MANOR CONDO","1540 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2022","56","56","0"
"Condominium Project","23","PR1V022892","EUCLID MANOR CONDO","1540 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2024","56","56","0"
"Condominium Project","23","PR1V022892","EUCLID MANOR CONDO","1540 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2026","","",""
"Condominium Project","23","PR1V022892","EUCLID MANOR CONDO","1540 EUCLID AVENUE","","MIAMI BEACH","FL","33139","2025","56","56","0"
"Condominium Project","23","PR1S000204","EUCLID PLAZA","618 EUCLID AVE","","MIAMI BEACH","FL","331398628","2023","48","52.8","0"
"Condominium Project","23","PR1S000204","EUCLID PLAZA","618 EUCLID AVE","","MIAMI BEACH","FL","331398628","2026","48","48","0"
"Condominium Project","23","PR1S000204","EUCLID PLAZA","618 EUCLID AVE","","MIAMI BEACH","FL","331398628","2025","48","63.89","0"
"Condominium Project","23","PR1S000204","EUCLID PLAZA","618 EUCLID AVE","","MIAMI BEACH","FL","331398628","2022","48","48","0"
"Condominium Project","23","PR1S000204","EUCLID PLAZA","618 EUCLID AVE","","MIAMI BEACH","FL","331398628","2024","48","58.08","0"
"Condominium Project","23","PR1S002526","EUCLID TOWNHOUSES CONDO","1220 EUCLID AVE","","MIAMI BEACH","FL","331394429","2022","24","24","0"
"Condominium Project","23","PR1S002526","EUCLID TOWNHOUSES CONDO","1220 EUCLID AVE","","MIAMI BEACH","FL","331394429","2025","24","24","0"
"Condominium Project","23","PR1S002526","EUCLID TOWNHOUSES CONDO","1220 EUCLID AVE","","MIAMI BEACH","FL","331394429","2026","24","24","0"
"Condominium Project","23","PR1S002526","EUCLID TOWNHOUSES CONDO","1220 EUCLID AVE","","MIAMI BEACH","FL","331394429","2023","24","24","0"
"Condominium Project","23","PR1S002526","EUCLID TOWNHOUSES CONDO","1220 EUCLID AVE","","MIAMI BEACH","FL","331394429","2024","24","24","0"
"Condominium Project","16","PR69632","EUROPA BY-THE-SEA, A CONDO","1460 SOUTH OCEAN BLVD.","","FORT LAUDERDALE","FL","33062","2022","200","200","0"
"Condominium Project","16","PR69632","EUROPA BY-THE-SEA, A CONDO","1460 SOUTH OCEAN BLVD.","","FORT LAUDERDALE","FL","33062","2023","200","200","0"
"Condominium Project","16","PR69632","EUROPA BY-THE-SEA, A CONDO","1460 SOUTH OCEAN BLVD.","","FORT LAUDERDALE","FL","33062","2024","200","200","0"
