"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","60","PR1S014521","LA MIRADA AT BOCA POINTE CONDO NO. 9","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2026","96","96","0"
"Condominium Project","60","PR1S014521","LA MIRADA AT BOCA POINTE CONDO NO. 9","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2025","96","96","0"
"Condominium Project","60","PR1S014520","LA MIRADA AT BOCA POINTE CONDO NO. EIGHT","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2025","72","72","0"
"Condominium Project","60","PR1S014520","LA MIRADA AT BOCA POINTE CONDO NO. EIGHT","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2026","72","72","0"
"Condominium Project","60","PR1S014520","LA MIRADA AT BOCA POINTE CONDO NO. EIGHT","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2022","72","79.2","0"
"Condominium Project","60","PR1S014520","LA MIRADA AT BOCA POINTE CONDO NO. EIGHT","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2024","72","72","0"
"Condominium Project","60","PR1S014520","LA MIRADA AT BOCA POINTE CONDO NO. EIGHT","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2023","72","87.12","0"
"Condominium Project","60","PR1S014516","LA MIRADA AT BOCA POINTE CONDO NO. FOUR","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2023","96","116.16","0"
"Condominium Project","60","PR1S014516","LA MIRADA AT BOCA POINTE CONDO NO. FOUR","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2024","96","96","0"
"Condominium Project","60","PR1S014516","LA MIRADA AT BOCA POINTE CONDO NO. FOUR","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2022","96","105.6","0"
"Condominium Project","60","PR1S014516","LA MIRADA AT BOCA POINTE CONDO NO. FOUR","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2026","96","96","0"
"Condominium Project","60","PR1S014516","LA MIRADA AT BOCA POINTE CONDO NO. FOUR","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2025","96","105","0"
"Condominium Project","60","PR1S014513","LA MIRADA AT BOCA POINTE CONDO NO. ONE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2025","96","96","0"
"Condominium Project","60","PR1S014513","LA MIRADA AT BOCA POINTE CONDO NO. ONE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2026","","",""
"Condominium Project","60","PR1S014513","LA MIRADA AT BOCA POINTE CONDO NO. ONE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2022","96","105.6","0"
"Condominium Project","60","PR1S014513","LA MIRADA AT BOCA POINTE CONDO NO. ONE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2024","96","96","0"
"Condominium Project","60","PR1S014513","LA MIRADA AT BOCA POINTE CONDO NO. ONE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2023","96","116.16","0"
"Condominium Project","60","PR1S014515","LA MIRADA AT BOCA POINTE CONDO NO. THREE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2023","96","116.16","0"
"Condominium Project","60","PR1S014515","LA MIRADA AT BOCA POINTE CONDO NO. THREE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2024","96","96","0"
"Condominium Project","60","PR1S014515","LA MIRADA AT BOCA POINTE CONDO NO. THREE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2022","96","105.6","0"
"Condominium Project","60","PR1S014515","LA MIRADA AT BOCA POINTE CONDO NO. THREE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2026","96","96","0"
"Condominium Project","60","PR1S014515","LA MIRADA AT BOCA POINTE CONDO NO. THREE","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2025","96","96","0"
"Condominium Project","60","PR1S014514","LA MIRADA AT BOCA POINTE CONDO NO. TWO","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2025","96","96","0"
"Condominium Project","60","PR1S014514","LA MIRADA AT BOCA POINTE CONDO NO. TWO","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2026","96","96","0"
"Condominium Project","60","PR1S014514","LA MIRADA AT BOCA POINTE CONDO NO. TWO","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2022","96","105.6","0"
"Condominium Project","60","PR1S014514","LA MIRADA AT BOCA POINTE CONDO NO. TWO","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2024","96","96","0"
"Condominium Project","60","PR1S014514","LA MIRADA AT BOCA POINTE CONDO NO. TWO","7698 LA MIRADA DRIVE","","BOCA RATON","FL","334336953","2023","96","116.16","0"
"Condominium Project","23","PR1S011757","LA MIRAGE CONDO","5445 WEST 22ND COURT","","HIALEAH","FL","330162056","2024","136","136","0"
"Condominium Project","23","PR1S011757","LA MIRAGE CONDO","5445 WEST 22ND COURT","","HIALEAH","FL","330162056","2022","136","136","0"
"Condominium Project","23","PR1S011757","LA MIRAGE CONDO","5445 WEST 22ND COURT","","HIALEAH","FL","330162056","2023","136","136","0"
"Condominium Project","23","PR1S011757","LA MIRAGE CONDO","5445 WEST 22ND COURT","","HIALEAH","FL","330162056","2026","136","136","0"
"Condominium Project","23","PR1S011757","LA MIRAGE CONDO","5445 WEST 22ND COURT","","HIALEAH","FL","330162056","2025","136","136","0"
"Condominium Project","23","PR1S014174","LA MIRAGE OF HARBOR VILLAGE, A CONDO","HELMSMAN DRIVE","MAINSAIL CIRCLE & JIB COURT","AVENTURA","FL","33180","2025","352","352","0"
"Condominium Project","23","PR1S014174","LA MIRAGE OF HARBOR VILLAGE, A CONDO","HELMSMAN DRIVE","MAINSAIL CIRCLE & JIB COURT","AVENTURA","FL","33180","2026","352","352","0"
"Condominium Project","23","PR1S014174","LA MIRAGE OF HARBOR VILLAGE, A CONDO","HELMSMAN DRIVE","MAINSAIL CIRCLE & JIB COURT","AVENTURA","FL","33180","2024","352","352","0"
"Condominium Project","23","PR1S014174","LA MIRAGE OF HARBOR VILLAGE, A CONDO","HELMSMAN DRIVE","MAINSAIL CIRCLE & JIB COURT","AVENTURA","FL","33180","2023","352","352","0"
"Condominium Project","23","PR1S014174","LA MIRAGE OF HARBOR VILLAGE, A CONDO","HELMSMAN DRIVE","MAINSAIL CIRCLE & JIB COURT","AVENTURA","FL","33180","2022","352","425.92","0"
"Condominium Project","23","PR1S016772","LA MORADA II CONDO","6130 WEST 19TH AVENUE","","HIALEAH","FL","330126041","2024","168","168","0"
"Condominium Project","23","PR1S016772","LA MORADA II CONDO","6130 WEST 19TH AVENUE","","HIALEAH","FL","330126041","2022","168","168","0"
"Condominium Project","23","PR1S016772","LA MORADA II CONDO","6130 WEST 19TH AVENUE","","HIALEAH","FL","330126041","2023","168","168","0"
"Condominium Project","23","PR1S016772","LA MORADA II CONDO","6130 WEST 19TH AVENUE","","HIALEAH","FL","330126041","2026","168","168","0"
"Condominium Project","23","PR1S016772","LA MORADA II CONDO","6130 WEST 19TH AVENUE","","HIALEAH","FL","330126041","2025","168","184.8","0"
"Condominium Project","62","PR1S013529","LA MOUETTE CONDO","20064 GULF BOULEVARD","","INDIAN SHORES","FL","346352438","2025","16","16","0"
"Condominium Project","62","PR1S013529","LA MOUETTE CONDO","20064 GULF BOULEVARD","","INDIAN SHORES","FL","346352438","2026","16","16","0"
"Condominium Project","62","PR1S013529","LA MOUETTE CONDO","20064 GULF BOULEVARD","","INDIAN SHORES","FL","346352438","2023","16","16","0"
"Condominium Project","62","PR1S013529","LA MOUETTE CONDO","20064 GULF BOULEVARD","","INDIAN SHORES","FL","346352438","2022","16","16","0"
"Condominium Project","62","PR1S013529","LA MOUETTE CONDO","20064 GULF BOULEVARD","","INDIAN SHORES","FL","346352438","2024","16","16","0"
"Condominium Project","46","PR1S003241","LA PALAPA CONDO","4704 VINCENNES BLVD","","CAPE CORAL","FL","339049103","2024","56","56","0"
"Condominium Project","46","PR1S003241","LA PALAPA CONDO","4704 VINCENNES BLVD","","CAPE CORAL","FL","339049103","2026","56","56","0"
"Condominium Project","46","PR1S003241","LA PALAPA CONDO","4704 VINCENNES BLVD","","CAPE CORAL","FL","339049103","2025","56","56","0"
"Condominium Project","46","PR1S003241","LA PALAPA CONDO","4704 VINCENNES BLVD","","CAPE CORAL","FL","339049103","2022","56","56","0"
"Condominium Project","46","PR1S003241","LA PALAPA CONDO","4704 VINCENNES BLVD","","CAPE CORAL","FL","339049103","2023","56","56","0"
"Condominium Project","60","PR1S019367","LA PALMA","2860 SOUTH OCEAN BOULEVARD","","PALM BEACH","FL","334805554","2024","364","364","0"
"Condominium Project","60","PR1S019367","LA PALMA","2860 SOUTH OCEAN BOULEVARD","","PALM BEACH","FL","334805554","2022","364","364","0"
"Condominium Project","60","PR1S019367","LA PALMA","2860 SOUTH OCEAN BOULEVARD","","PALM BEACH","FL","334805554","2023","364","364","0"
"Condominium Project","60","PR1S019367","LA PALMA","2860 SOUTH OCEAN BOULEVARD","","PALM BEACH","FL","334805554","2026","364","364","0"
"Condominium Project","60","PR1S019367","LA PALMA","2860 SOUTH OCEAN BOULEVARD","","PALM BEACH","FL","334805554","2025","364","364","0"
"Condominium Project","15","PR1P009960","LA PALOMA CONDO","311 LA PALOMA LN","PO BOX 5158","TITUSVILLE","FL","32780","2026","48","48","0"
"Condominium Project","15","PR1P009960","LA PALOMA CONDO","311 LA PALOMA LN","PO BOX 5158","TITUSVILLE","FL","32780","2024","48","48","0"
"Condominium Project","15","PR1P009960","LA PALOMA CONDO","311 LA PALOMA LN","PO BOX 5158","TITUSVILLE","FL","32780","2025","48","52.8","0"
"Condominium Project","15","PR1P009960","LA PALOMA CONDO","311 LA PALOMA LN","PO BOX 5158","TITUSVILLE","FL","32780","2023","48","48","0"
"Condominium Project","15","PR1P009960","LA PALOMA CONDO","311 LA PALOMA LN","PO BOX 5158","TITUSVILLE","FL","32780","2022","48","48","0"
"Condominium Project","60","PR1P013078","LA PAZ AT BOCA POINTE PH II, A CONDO","7496 LA PAZ COURT","","BOCA RATON","FL","334336340","2022","408","408","0"
"Condominium Project","60","PR1P013078","LA PAZ AT BOCA POINTE PH II, A CONDO","7496 LA PAZ COURT","","BOCA RATON","FL","334336340","2025","408","0","493.68"
"Condominium Project","60","PR1P013078","LA PAZ AT BOCA POINTE PH II, A CONDO","7496 LA PAZ COURT","","BOCA RATON","FL","334336340","2026","","",""
"Condominium Project","60","PR1P013078","LA PAZ AT BOCA POINTE PH II, A CONDO","7496 LA PAZ COURT","","BOCA RATON","FL","334336340","2023","408","408","0"
"Condominium Project","60","PR1P013078","LA PAZ AT BOCA POINTE PH II, A CONDO","7496 LA PAZ COURT","","BOCA RATON","FL","334336340","2024","408","0","448.8"
"Condominium Project","60","PR1P013079","LA PAZ AT BOCA POINTE, A CONDO","7480 BOCA POINTE DRIVE","","BOCA RATON","FL","33433","2024","368","368","0"
"Condominium Project","60","PR1P013079","LA PAZ AT BOCA POINTE, A CONDO","7480 BOCA POINTE DRIVE","","BOCA RATON","FL","33433","2023","368","368","0"
"Condominium Project","60","PR1P013079","LA PAZ AT BOCA POINTE, A CONDO","7480 BOCA POINTE DRIVE","","BOCA RATON","FL","33433","2026","","",""
"Condominium Project","60","PR1P013079","LA PAZ AT BOCA POINTE, A CONDO","7480 BOCA POINTE DRIVE","","BOCA RATON","FL","33433","2025","368","368","0"
"Condominium Project","60","PR1P013079","LA PAZ AT BOCA POINTE, A CONDO","7480 BOCA POINTE DRIVE","","BOCA RATON","FL","33433","2022","368","404.8","0"
"Condominium Project","21","PR1S009033","LA PENINSULA, A CONDOMINIUM","70 PELICAN ST W","","NAPLES","FL","339624020","2022","100","100","0"
"Condominium Project","21","PR1S009033","LA PENINSULA, A CONDOMINIUM","70 PELICAN ST W","","NAPLES","FL","339624020","2026","100","100","0"
"Condominium Project","21","PR1S009033","LA PENINSULA, A CONDOMINIUM","70 PELICAN ST W","","NAPLES","FL","339624020","2023","100","100","0"
"Condominium Project","21","PR1S009033","LA PENINSULA, A CONDOMINIUM","70 PELICAN ST W","","NAPLES","FL","339624020","2024","100","110","0"
"Condominium Project","21","PR1S009033","LA PENINSULA, A CONDOMINIUM","70 PELICAN ST W","","NAPLES","FL","339624020","2025","100","100","0"
"Condominium Project","60","PR1S002552","LA PENSEE CONDO","4000 S OCEAN BLVD","","SOUTH PALM BEACH","FL","334805829","2024","108","118.8","0"
"Condominium Project","60","PR1S002552","LA PENSEE CONDO","4000 S OCEAN BLVD","","SOUTH PALM BEACH","FL","334805829","2023","108","108","0"
"Condominium Project","60","PR1S002552","LA PENSEE CONDO","4000 S OCEAN BLVD","","SOUTH PALM BEACH","FL","334805829","2026","","",""
"Condominium Project","60","PR1S002552","LA PENSEE CONDO","4000 S OCEAN BLVD","","SOUTH PALM BEACH","FL","334805829","2025","108","108","0"
"Condominium Project","60","PR1S002552","LA PENSEE CONDO","4000 S OCEAN BLVD","","SOUTH PALM BEACH","FL","334805829","2022","108","108","0"
"Condominium Project","23","PR1S026347","LA PERLA, A CONDO","16691 COLLINS AVE","","SUNNY ISLES BEACH","FL","33160","2023","1304","1304","0"
"Condominium Project","23","PR1S026347","LA PERLA, A CONDO","16691 COLLINS AVE","","SUNNY ISLES BEACH","FL","33160","2022","1304","1304","0"
"Condominium Project","23","PR1S026347","LA PERLA, A CONDO","16691 COLLINS AVE","","SUNNY ISLES BEACH","FL","33160","2024","1304","1304","0"
"Condominium Project","23","PR1S026347","LA PERLA, A CONDO","16691 COLLINS AVE","","SUNNY ISLES BEACH","FL","33160","2025","1304","1304","0"
"Condominium Project","23","PR1S026347","LA PERLA, A CONDO","16691 COLLINS AVE","","SUNNY ISLES BEACH","FL","33160","2026","1304","1304","0"
"Condominium Project","21","PR77035","LA PERLE, A CONDO","1820 GULF SHORE BLVD NORTH","","NAPLES","FL","34102","2022","60","60","0"
"Condominium Project","21","PR77035","LA PERLE, A CONDO","1820 GULF SHORE BLVD NORTH","","NAPLES","FL","34102","2023","60","66","0"
"Condominium Project","21","PR77035","LA PERLE, A CONDO","1820 GULF SHORE BLVD NORTH","","NAPLES","FL","34102","2024","60","72.6","0"
"Condominium Project","21","PR77035","LA PERLE, A CONDO","1820 GULF SHORE BLVD NORTH","","NAPLES","FL","34102","2025","60","79.86","0"
"Condominium Project","21","PR77035","LA PERLE, A CONDO","1820 GULF SHORE BLVD NORTH","","NAPLES","FL","34102","2026","60","60","0"
"Condominium Project","23","PR69520","LA PIAZZA NAVONA, A CONDO","677 NE 24 ST","","MIAMI","FL","33137","2022","160","160","0"
"Condominium Project","23","PR69520","LA PIAZZA NAVONA, A CONDO","677 NE 24 ST","","MIAMI","FL","33137","2023","160","160","0"
"Condominium Project","23","PR69520","LA PIAZZA NAVONA, A CONDO","677 NE 24 ST","","MIAMI","FL","33137","2024","160","176","0"
"Condominium Project","23","PR69520","LA PIAZZA NAVONA, A CONDO","677 NE 24 ST","","MIAMI","FL","33137","2025","160","160","0"
"Condominium Project","23","PR69520","LA PIAZZA NAVONA, A CONDO","677 NE 24 ST","","MIAMI","FL","33137","2026","160","160","0"
"Condominium Project","60","PR1M008470","LA PINATA 1 CONDO","3586 LA PLAYAS CT 1","","GREENACRES CITY","FL","334631845","2026","","",""
"Condominium Project","60","PR1M008470","LA PINATA 1 CONDO","3586 LA PLAYAS CT 1","","GREENACRES CITY","FL","334631845","2025","288","0","316.8"
"Condominium Project","60","PR1M008470","LA PINATA 1 CONDO","3586 LA PLAYAS CT 1","","GREENACRES CITY","FL","334631845","2022","288","288","0"
"Condominium Project","60","PR1M008470","LA PINATA 1 CONDO","3586 LA PLAYAS CT 1","","GREENACRES CITY","FL","334631845","2023","288","288","0"
"Condominium Project","60","PR1M008470","LA PINATA 1 CONDO","3586 LA PLAYAS CT 1","","GREENACRES CITY","FL","334631845","2024","288","288","0"
"Condominium Project","60","PR1M008472","LA PINATA 2 CONDO","3586 LA PAYAS CT.","","GREENACRES CITY","FL","33463","2025","384","0","422.4"
"Condominium Project","60","PR1M008472","LA PINATA 2 CONDO","3586 LA PAYAS CT.","","GREENACRES CITY","FL","33463","2024","384","384","0"
"Condominium Project","60","PR1M008472","LA PINATA 2 CONDO","3586 LA PAYAS CT.","","GREENACRES CITY","FL","33463","2023","384","384","0"
"Condominium Project","60","PR1M008472","LA PINATA 2 CONDO","3586 LA PAYAS CT.","","GREENACRES CITY","FL","33463","2022","384","384","0"
"Condominium Project","60","PR1M008472","LA PINATA 2 CONDO","3586 LA PAYAS CT.","","GREENACRES CITY","FL","33463","2026","","",""
"Condominium Project","60","PR1M008473","LA PINATA 3 CONDO","3586 LA PLAYAS CT 3","","GREENACRES CITY","FL","334631845","2026","","",""
"Condominium Project","60","PR1M008473","LA PINATA 3 CONDO","3586 LA PLAYAS CT 3","","GREENACRES CITY","FL","334631845","2022","384","384","0"
"Condominium Project","60","PR1M008473","LA PINATA 3 CONDO","3586 LA PLAYAS CT 3","","GREENACRES CITY","FL","334631845","2023","384","384","0"
"Condominium Project","60","PR1M008473","LA PINATA 3 CONDO","3586 LA PLAYAS CT 3","","GREENACRES CITY","FL","334631845","2024","384","384","0"
"Condominium Project","60","PR1M008473","LA PINATA 3 CONDO","3586 LA PLAYAS CT 3","","GREENACRES CITY","FL","334631845","2025","384","0","422.4"
"Condominium Project","16","PR1P009461","LA PLACIDA CONDO","3600 CORAL SPRINGS DR.","","CORAL SPRINGS","FL","33065","2024","304","367.84","0"
"Condominium Project","16","PR1P009461","LA PLACIDA CONDO","3600 CORAL SPRINGS DR.","","CORAL SPRINGS","FL","33065","2023","304","334.4","0"
"Condominium Project","16","PR1P009461","LA PLACIDA CONDO","3600 CORAL SPRINGS DR.","","CORAL SPRINGS","FL","33065","2022","304","304","0"
"Condominium Project","16","PR1P009461","LA PLACIDA CONDO","3600 CORAL SPRINGS DR.","","CORAL SPRINGS","FL","33065","2025","304","404.62","0"
"Condominium Project","16","PR1P009461","LA PLACIDA CONDO","3600 CORAL SPRINGS DR.","","CORAL SPRINGS","FL","33065","2026","","",""
"Condominium Project","51","PR1X018204","LA PLAYA","4425 GULF OF MEXICO DR","","LONGBOAT KEY","FL","342282498","2025","84","84","0"
"Condominium Project","51","PR1X018204","LA PLAYA","4425 GULF OF MEXICO DR","","LONGBOAT KEY","FL","342282498","2026","84","84","0"
"Condominium Project","51","PR1X018204","LA PLAYA","4425 GULF OF MEXICO DR","","LONGBOAT KEY","FL","342282498","2024","84","84","0"
"Condominium Project","51","PR1X018204","LA PLAYA","4425 GULF OF MEXICO DR","","LONGBOAT KEY","FL","342282498","2022","84","84","0"
"Condominium Project","51","PR1X018204","LA PLAYA","4425 GULF OF MEXICO DR","","LONGBOAT KEY","FL","342282498","2023","84","84","0"
"Condominium Project","26","PR1S025847","LA PLAYA CONDOMINIUM","2415 COSTA VERDE BLVD","","JACKSONVILLE BEACH","FL","32250","2022","72","72","0"
"Condominium Project","26","PR1S025847","LA PLAYA CONDOMINIUM","2415 COSTA VERDE BLVD","","JACKSONVILLE BEACH","FL","32250","2024","72","72","0"
"Condominium Project","26","PR1S025847","LA PLAYA CONDOMINIUM","2415 COSTA VERDE BLVD","","JACKSONVILLE BEACH","FL","32250","2023","72","72","0"
"Condominium Project","26","PR1S025847","LA PLAYA CONDOMINIUM","2415 COSTA VERDE BLVD","","JACKSONVILLE BEACH","FL","32250","2026","","",""
"Condominium Project","26","PR1S025847","LA PLAYA CONDOMINIUM","2415 COSTA VERDE BLVD","","JACKSONVILLE BEACH","FL","32250","2025","72","72","0"
"Condominium Project","16","PR74902","LA PLAYA CONDOS","1815 NORTH SURF RD","","HOLLYWOOD","FL","33019","2022","96","96","0"
"Condominium Project","16","PR74902","LA PLAYA CONDOS","1815 NORTH SURF RD","","HOLLYWOOD","FL","33019","2023","96","0","105.6"
"Condominium Project","16","PR74902","LA PLAYA CONDOS","1815 NORTH SURF RD","","HOLLYWOOD","FL","33019","2024","96","0","116.16"
"Condominium Project","16","PR74902","LA PLAYA CONDOS","1815 NORTH SURF RD","","HOLLYWOOD","FL","33019","2025","96","349.54","-221.76"
"Condominium Project","16","PR74902","LA PLAYA CONDOS","1815 NORTH SURF RD","","HOLLYWOOD","FL","33019","2026","96","96","0"
"Condominium Project","23","PR1V014811","LA PLAYA DE VARADERO II, A MOTEL CONDO","15901 COLLINS AVE","","MIAMI BEACH","FL","331604724","2025","","",""
"Condominium Project","23","PR1V014811","LA PLAYA DE VARADERO II, A MOTEL CONDO","15901 COLLINS AVE","","MIAMI BEACH","FL","331604724","2026","","",""
"Condominium Project","23","PR1V014811","LA PLAYA DE VARADERO II, A MOTEL CONDO","15901 COLLINS AVE","","MIAMI BEACH","FL","331604724","2023","","",""
"Condominium Project","23","PR1V014811","LA PLAYA DE VARADERO II, A MOTEL CONDO","15901 COLLINS AVE","","MIAMI BEACH","FL","331604724","2024","","",""
"Condominium Project","23","PR1V014811","LA PLAYA DE VARADERO II, A MOTEL CONDO","15901 COLLINS AVE","","MIAMI BEACH","FL","331604724","2022","","",""
"Condominium Project","23","PR1V015180","LA PLAYA DE VARADERO III, A MOTEL CONDO","17749 COLLINS AVE","","MIAMI BEACH","FL","331602826","2022","","",""
"Condominium Project","23","PR1V015180","LA PLAYA DE VARADERO III, A MOTEL CONDO","17749 COLLINS AVE","","MIAMI BEACH","FL","331602826","2024","","",""
"Condominium Project","23","PR1V015180","LA PLAYA DE VARADERO III, A MOTEL CONDO","17749 COLLINS AVE","","MIAMI BEACH","FL","331602826","2023","","",""
"Condominium Project","23","PR1V015180","LA PLAYA DE VARADERO III, A MOTEL CONDO","17749 COLLINS AVE","","MIAMI BEACH","FL","331602826","2026","","",""
"Condominium Project","23","PR1V015180","LA PLAYA DE VARADERO III, A MOTEL CONDO","17749 COLLINS AVE","","MIAMI BEACH","FL","331602826","2025","","",""
"Condominium Project","23","PR1P023493","LA PLAYA DE VARADERO IV, A MOTEL CONDO","18801 COLLINS AVENUE","","MIAMI BEACH","FL","33160","2023","","",""
"Condominium Project","23","PR1P023493","LA PLAYA DE VARADERO IV, A MOTEL CONDO","18801 COLLINS AVENUE","","MIAMI BEACH","FL","33160","2022","","",""
"Condominium Project","23","PR1P023493","LA PLAYA DE VARADERO IV, A MOTEL CONDO","18801 COLLINS AVENUE","","MIAMI BEACH","FL","33160","2025","","",""
"Condominium Project","23","PR1P023493","LA PLAYA DE VARADERO IV, A MOTEL CONDO","18801 COLLINS AVENUE","","MIAMI BEACH","FL","33160","2026","","",""
"Condominium Project","23","PR1P023493","LA PLAYA DE VARADERO IV, A MOTEL CONDO","18801 COLLINS AVENUE","","MIAMI BEACH","FL","33160","2024","","",""
"Condominium Project","23","PR1V014810","LA PLAYA DE VARADERO, A MOTEL CONDO","15975-15995 COLLINS AVE.","","MIAMI BEACH","FL","33160","2025","","",""
"Condominium Project","23","PR1V014810","LA PLAYA DE VARADERO, A MOTEL CONDO","15975-15995 COLLINS AVE.","","MIAMI BEACH","FL","33160","2026","","",""
"Condominium Project","23","PR1V014810","LA PLAYA DE VARADERO, A MOTEL CONDO","15975-15995 COLLINS AVE.","","MIAMI BEACH","FL","33160","2023","","",""
"Condominium Project","23","PR1V014810","LA PLAYA DE VARADERO, A MOTEL CONDO","15975-15995 COLLINS AVE.","","MIAMI BEACH","FL","33160","2024","","",""
"Condominium Project","23","PR1V014810","LA PLAYA DE VARADERO, A MOTEL CONDO","15975-15995 COLLINS AVE.","","MIAMI BEACH","FL","33160","2022","","",""
"Condominium Project","15","PR1S015921","LA PLAYA EAST CONDO","1343 NORTH AIA","","SATELLITE BEACH","FL","32937","2025","140","140","0"
"Condominium Project","15","PR1S015921","LA PLAYA EAST CONDO","1343 NORTH AIA","","SATELLITE BEACH","FL","32937","2026","140","140","0"
"Condominium Project","15","PR1S015921","LA PLAYA EAST CONDO","1343 NORTH AIA","","SATELLITE BEACH","FL","32937","2024","140","140","0"
"Condominium Project","15","PR1S015921","LA PLAYA EAST CONDO","1343 NORTH AIA","","SATELLITE BEACH","FL","32937","2022","140","140","0"
"Condominium Project","15","PR1S015921","LA PLAYA EAST CONDO","1343 NORTH AIA","","SATELLITE BEACH","FL","32937","2023","140","140","0"
"Condominium Project","46","PR1S015169","LA PLAYA, A CONDO","2701 W GULF DR","","SANIBEL ISLAND","FL","339575913","2022","24","24","0"
"Condominium Project","46","PR1S015169","LA PLAYA, A CONDO","2701 W GULF DR","","SANIBEL ISLAND","FL","339575913","2024","24","24","0"
"Condominium Project","46","PR1S015169","LA PLAYA, A CONDO","2701 W GULF DR","","SANIBEL ISLAND","FL","339575913","2023","24","26.4","0"
"Condominium Project","46","PR1S015169","LA PLAYA, A CONDO","2701 W GULF DR","","SANIBEL ISLAND","FL","339575913","2025","24","24","0"
"Condominium Project","46","PR1S015169","LA PLAYA, A CONDO","2701 W GULF DR","","SANIBEL ISLAND","FL","339575913","2026","24","24","0"
"Condominium Project","51","PR1S001337","LA PLAYITA, A CONDO","3801 FOURTH AVENUE","","HOLMES BEACH","FL","34217","2023","28","33.88","0"
"Condominium Project","51","PR1S001337","LA PLAYITA, A CONDO","3801 FOURTH AVENUE","","HOLMES BEACH","FL","34217","2024","28","30.8","0"
"Condominium Project","51","PR1S001337","LA PLAYITA, A CONDO","3801 FOURTH AVENUE","","HOLMES BEACH","FL","34217","2026","28","28","0"
"Condominium Project","51","PR1S001337","LA PLAYITA, A CONDO","3801 FOURTH AVENUE","","HOLMES BEACH","FL","34217","2025","28","33.88","0"
"Condominium Project","51","PR1S001337","LA PLAYITA, A CONDO","3801 FOURTH AVENUE","","HOLMES BEACH","FL","34217","2022","28","30.8","0"
"Condominium Project","18","PR1P003380","LA PORTA BOCA CONDO","3233 WOOD THRUSH DR","","PUNTA GORDA","FL","339506681","2026","52","52","0"
"Condominium Project","18","PR1P003380","LA PORTA BOCA CONDO","3233 WOOD THRUSH DR","","PUNTA GORDA","FL","339506681","2022","52","52","0"
"Condominium Project","18","PR1P003380","LA PORTA BOCA CONDO","3233 WOOD THRUSH DR","","PUNTA GORDA","FL","339506681","2023","52","52","0"
"Condominium Project","18","PR1P003380","LA PORTA BOCA CONDO","3233 WOOD THRUSH DR","","PUNTA GORDA","FL","339506681","2025","52","52","0"
"Condominium Project","18","PR1P003380","LA PORTA BOCA CONDO","3233 WOOD THRUSH DR","","PUNTA GORDA","FL","339506681","2024","52","52","0"
"Condominium Project","21","PR1S024822","LA PROVENCE ON THE BAY, A CONDO","3034 GORDON DRIVE","","NAPLES","FL","34102","2024","12","12","0"
"Condominium Project","21","PR1S024822","LA PROVENCE ON THE BAY, A CONDO","3034 GORDON DRIVE","","NAPLES","FL","34102","2022","12","12","0"
"Condominium Project","21","PR1S024822","LA PROVENCE ON THE BAY, A CONDO","3034 GORDON DRIVE","","NAPLES","FL","34102","2023","12","12","0"
"Condominium Project","21","PR1S024822","LA PROVENCE ON THE BAY, A CONDO","3034 GORDON DRIVE","","NAPLES","FL","34102","2026","12","12","0"
"Condominium Project","21","PR1S024822","LA PROVENCE ON THE BAY, A CONDO","3034 GORDON DRIVE","","NAPLES","FL","34102","2025","12","12","0"
"Condominium Project","62","PR1S003156","LA PUERTA DEL SOL CONDO","5633 LA PUERTA DEL SOL BLVD S","","SAINT PETERSBURG","FL","337151416","2022","1116","1116","0"
"Condominium Project","62","PR1S003156","LA PUERTA DEL SOL CONDO","5633 LA PUERTA DEL SOL BLVD S","","SAINT PETERSBURG","FL","337151416","2026","1116","1116","0"
